country,self_identification,experience_range,salary_range,tech_do
United Kingdom,Developer; Programmer; Guru; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; C#; JavaScript; SQL Server
United States,Hacker,11+ years,"$40,000 - $50,000","Android; Arduino / Raspberry Pi; AngularJS; C; C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; Ruby; SQL; WordPress"
Germany,Developer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; PHP; SQL
Italy,Sr. Developer; Manager,6 - 10 years,"$40,000 - $50,000",Java; JavaScript; PHP
Poland,Manager,11+ years,"$40,000 - $50,000",Perl; R
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",Java; JavaScript; LAMP; PHP; SQL; Visual Basic
Hungary,Sr. Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",C; C++; JavaScript; SQL
United Kingdom,Developer; Manager,6 - 10 years,"$40,000 - $50,000",AngularJS; JavaScript; Node.js; PHP
United Kingdom,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; Node.js; SQL; SQL Server; Visual Basic
Belgium,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; Java; JavaScript; SQL; SQL Server
Finland,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",Java; JavaScript; SQL
Germany,Developer; Engineer; Programmer,6 - 10 years,"$40,000 - $50,000",Java; JavaScript; SQL; SQL Server
Germany,Developer; Programmer; Sr. Developer,6 - 10 years,"$40,000 - $50,000",Java; SQL; SQL Server
Turkey,Engineer; Hacker,6 - 10 years,"$40,000 - $50,000",Java; Scala
United Kingdom,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",Arduino / Raspberry Pi; C; C++; Java; JavaScript; Matlab; Node.js
United Kingdom,Developer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; PHP; SQL
Ukraine,Engineer; Programmer; Sr. Developer; Expert,6 - 10 years,"$40,000 - $50,000",Android; C#; Java
United Kingdom,Developer; Hacker,11+ years,"$40,000 - $50,000",C#; JavaScript; SQL; SQL Server
Spain,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",CoffeeScript; JavaScript; MongoDB; Node.js
United States,Developer; Programmer; Ninja; Hacker,6 - 10 years,"$40,000 - $50,000","AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; ReactJS; Redis; Ruby; SQL"
Canada,Developer,2 - 5 years,"$40,000 - $50,000",C#; PHP; SQL; SQL Server
France,Developer; Engineer; Programmer; Hacker,6 - 10 years,"$40,000 - $50,000",C#; Python
France,Developer; Programmer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$40,000 - $50,000",JavaScript; MongoDB; Node.js; PHP; SQL
Germany,Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$40,000 - $50,000",Java; JavaScript; Python
United Kingdom,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",AngularJS; Java; JavaScript; MongoDB; Node.js
United Kingdom,Developer; Programmer; Ninja,1 - 2 years,"$40,000 - $50,000",Java; JavaScript; SQL; SQL Server
Sweden,Developer; Engineer; Programmer; Hacker,2 - 5 years,"$40,000 - $50,000",Android; C; C++; Java; Python
United Kingdom,Full-stack Developer,6 - 10 years,"$40,000 - $50,000",Android; C#
Spain,Developer; Engineer; Programmer; Sr. Developer,6 - 10 years,"$40,000 - $50,000",Java; JavaScript
United Kingdom,Developer; Programmer; Sr. Developer,11+ years,"$40,000 - $50,000",Arduino / Raspberry Pi; JavaScript; LAMP; PHP
Canada,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000","Android; C#; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; SQL"
France,Developer; Engineer,6 - 10 years,"$40,000 - $50,000",Android; LAMP; PHP; Python; Ruby; SQL
Germany,Developer; Engineer,11+ years,"$40,000 - $50,000",C++; SQL
Germany,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",Android; Java; SQL; SQL Server
Greece,Developer; Engineer; Programmer; Sr. Developer; Expert,11+ years,"$40,000 - $50,000",JavaScript; PHP
Spain,Sr. Developer; Expert; Full-stack Developer,11+ years,"$40,000 - $50,000",PHP
United States,Developer,2 - 5 years,"$40,000 - $50,000",Android; AngularJS; C#; Cordova; Java; JavaScript; Node.js; PHP; SQL; SQL Server; Visual Basic; Windows Phone; WordPress
United States,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",C#; JavaScript; SQL; SQL Server; Visual Basic
Canada,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",C++; Python
Philippines,Sr. Developer; Guru,6 - 10 years,"$40,000 - $50,000",Ruby
United States,Developer; Programmer,11+ years,"$40,000 - $50,000",C#; JavaScript; Python; ReactJS
Canada,Developer; Programmer,1 - 2 years,"$40,000 - $50,000",C++; SQL; SQL Server; Visual Basic
Germany,Developer; Expert,6 - 10 years,"$40,000 - $50,000",C#; Python
South Africa,Sr. Developer,6 - 10 years,"$40,000 - $50,000",SQL Server
Australia,Developer; Engineer; Programmer; Rockstar; Ninja; Full-stack Developer; Hacker,2 - 5 years,"$40,000 - $50,000",Android; AngularJS; Java; JavaScript; Node.js; PHP; Python; Redis; WordPress
Canada,Developer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; LAMP; PHP; Python; SQL; SQL Server; Visual Basic
Canada,,2 - 5 years,"$40,000 - $50,000",Android; AngularJS; C; C#; Java; JavaScript
Sweden,Developer; Engineer; Programmer,6 - 10 years,"$40,000 - $50,000",Java
,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",Android; C#; Java; JavaScript; Python; SQL
United States,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; Python; ReactJS; SQL
Sweden,Developer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; PHP
France,Developer; Engineer; Manager; Ninja; Hacker,6 - 10 years,"$40,000 - $50,000",Arduino / Raspberry Pi; C; C++; Python
Germany,Developer,2 - 5 years,"$40,000 - $50,000",Android; Hadoop; Haskell; iOS; Java; Objective-C; R; SQL
Sweden,Developer; Sr. Developer; Ninja; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",AngularJS; C#; JavaScript; SharePoint; SQL; SQL Server
Spain,Programmer; Sr. Developer,11+ years,"$40,000 - $50,000",Java; MongoDB
Canada,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; Python
Canada,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",AngularJS; C#; Java; SQL Server
Germany,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; PHP; SQL
Sweden,Developer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; SQL Server
United Kingdom,Full-stack Developer,11+ years,"$40,000 - $50,000",JavaScript; SQL
United Kingdom,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; SQL; SQL Server
United States,Developer; Programmer,1 - 2 years,"$40,000 - $50,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP"
United Kingdom,Developer,1 - 2 years,"$40,000 - $50,000",AngularJS; JavaScript; LAMP; Node.js; PHP; SQL
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",AngularJS; Java; JavaScript
Belgium,Developer; Programmer; Sr. Developer; Expert,11+ years,"$40,000 - $50,000",AngularJS; Java; JavaScript; SQL
Norway,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",Android; C++; Java; JavaScript; LAMP; PHP; SQL
United Kingdom,Developer; Sr. Developer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000","Arduino / Raspberry Pi; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; Ruby; WordPress"
Germany,Full-stack Developer,1 - 2 years,"$40,000 - $50,000",AngularJS; JavaScript; Ruby
India,Developer; Programmer; Sr. Developer,6 - 10 years,"$40,000 - $50,000",C; C++; Java; JavaScript
United States,Developer; Programmer,1 - 2 years,"$40,000 - $50,000",Android; C++; iOS; Java; JavaScript; Python; SQL
United States,Engineer,1 - 2 years,"$40,000 - $50,000",Python; R
Australia,Developer; Engineer; Programmer; Manager; Ninja,6 - 10 years,"$40,000 - $50,000",C#; JavaScript; Ruby; SQL Server
France,Developer; Engineer; Programmer,6 - 10 years,"$40,000 - $50,000",C; C++; C#; SQL; Visual Basic
United Kingdom,Programmer,Less than 1 year,"$40,000 - $50,000",C#; Java; PHP; SQL
Switzerland,Programmer,1 - 2 years,"$40,000 - $50,000",AngularJS; C++; C#
United States,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",iOS; Objective-C; PHP
Mexico,Developer; Ninja,2 - 5 years,"$40,000 - $50,000",Objective-C; Swift
Canada,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",Java; Matlab; SQL
Netherlands,Full-stack Developer,6 - 10 years,"$40,000 - $50,000",C#
Switzerland,Developer; Engineer; Programmer,1 - 2 years,"$40,000 - $50,000",R
Germany,Engineer,1 - 2 years,"$40,000 - $50,000",Java
Malaysia,Developer; Manager; Hacker,11+ years,"$40,000 - $50,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; MongoDB; PHP; SQL; WordPress"
United States,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",C; C++; Haskell; Python
Germany,Engineer; Sr. Developer,2 - 5 years,"$40,000 - $50,000",Android; AngularJS; iOS; Java; JavaScript; Python; Swift
Denmark,Developer; Programmer; Ninja; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",Go; Java; PHP
Netherlands,Developer; Sr. Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",JavaScript; PHP
Germany,Developer; Hacker,2 - 5 years,"$40,000 - $50,000",C++; Python
Israel,Developer; Engineer; Programmer,1 - 2 years,"$40,000 - $50,000","Android; C#; Cassandra; Cloud (AWS, GAE, Azure, etc.); F#; iOS; Java; Matlab; SQL; SQL Server"
Indonesia,Developer; Engineer; Sr. Developer; Expert,6 - 10 years,"$40,000 - $50,000",C#; F#; Scala; Visual Basic
Belgium,,11+ years,"$40,000 - $50,000",Python; R
Poland,Developer; Programmer; Manager; Rockstar,2 - 5 years,"$40,000 - $50,000","C++; C#; Cloud (AWS, GAE, Azure, etc.); SQL; SQL Server; Windows Phone"
Netherlands,Developer; Engineer; Programmer; Sr. Developer; Expert; Full Stack Overflow Developer,11+ years,"$40,000 - $50,000",C#; iOS; Swift
United Kingdom,Programmer; Hacker,6 - 10 years,"$40,000 - $50,000",JavaScript; PHP; Ruby
United Kingdom,Developer,2 - 5 years,"$40,000 - $50,000",Java; JavaScript; SQL
Austria,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$40,000 - $50,000",Android; Arduino / Raspberry Pi; C; C++; Hadoop; iOS; Java; JavaScript; LAMP; Matlab; Objective-C; Python; Swift; WordPress
Estonia,Developer; Programmer; Ninja; Hacker,6 - 10 years,"$40,000 - $50,000",AngularJS; C; C#; Cordova; JavaScript
Germany,Developer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; Node.js; PHP; SQL
Netherlands,Developer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$40,000 - $50,000",AngularJS; C; JavaScript; MongoDB; Node.js; Perl; PHP; Python; Redis
Germany,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",Android; C#; Java; Node.js; Python
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Full-stack Developer; Full Stack Overflow Developer; Hacker,2 - 5 years,"$40,000 - $50,000","Cloud (AWS, GAE, Azure, etc.); iOS; Node.js; PHP; Python; Ruby; SQL; Swift"
Germany,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$40,000 - $50,000",C++; Java
Germany,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",Java; Python; Redis; SQL
Germany,Sr. Developer; Rockstar; Expert; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$40,000 - $50,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SharePoint; SQL Server; Visual Basic"
France,Engineer; Sr. Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",AngularJS; Cordova; Java; JavaScript; Ruby
Finland,Developer; Programmer; Ninja; Full-stack Developer; Full Stack Overflow Developer,1 - 2 years,"$40,000 - $50,000",AngularJS; C#; JavaScript; PHP; Python; SQL; WordPress
Germany,Engineer; Programmer; Sr. Developer; Guru,11+ years,"$40,000 - $50,000",JavaScript; LAMP; PHP; Ruby; SQL
Germany,Developer,11+ years,"$40,000 - $50,000",Java; SQL; SQL Server
United States,Developer; Programmer,11+ years,"$40,000 - $50,000",C++; iOS; Objective-C
Netherlands,Sr. Developer,11+ years,"$40,000 - $50,000",Java
France,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",JavaScript; MongoDB; PHP; SQL
France,,6 - 10 years,"$40,000 - $50,000",Java
Germany,Sr. Developer,11+ years,"$40,000 - $50,000",Redis; Ruby; SQL
United States,Developer; Programmer; Full-stack Developer,1 - 2 years,"$40,000 - $50,000",C#; Java; JavaScript; SQL Server
Austria,Developer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",AngularJS; iOS; JavaScript; MongoDB; Node.js; Swift
United States,Programmer,11+ years,"$40,000 - $50,000",Go
Singapore,Engineer; Programmer; Ninja,2 - 5 years,"$40,000 - $50,000",C; C++
Canada,Developer; Engineer; Programmer; Ninja; Expert; Full Stack Overflow Developer; Hacker,6 - 10 years,"$40,000 - $50,000",Arduino / Raspberry Pi; C; Go; Haskell; JavaScript; MongoDB; Python; SQL
Russian Federation,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; JavaScript
United States,Developer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer,11+ years,"$40,000 - $50,000",AngularJS; C#; CoffeeScript; iOS; JavaScript; MongoDB; Node.js; Objective-C; SQL; SQL Server; Swift; Visual Basic; Windows Phone
Denmark,Developer; Engineer; Programmer; Expert,11+ years,"$40,000 - $50,000","Android; AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; JavaScript; MongoDB; PHP; SQL"
United Kingdom,Sr. Developer; Manager,11+ years,"$40,000 - $50,000",C#; JavaScript; PHP; SQL; Visual Basic
United States,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",Android; Arduino / Raspberry Pi; AngularJS; C++; Cordova; JavaScript; MongoDB; Node.js; PHP; Redis; SQL
United States,Developer,2 - 5 years,"$40,000 - $50,000","AngularJS; Cassandra; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; Spark; SQL; SQL Server"
Germany,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",C++; Java; Ruby; SQL
United States,Developer; Programmer,Less than 1 year,"$40,000 - $50,000",C#; JavaScript
Australia,Developer; Engineer; Programmer; Hacker,6 - 10 years,"$40,000 - $50,000",C; JavaScript; MongoDB; Node.js
United States,Developer,Less than 1 year,"$40,000 - $50,000",iOS; JavaScript; Swift
Austria,Developer; Programmer; Sr. Developer; Ninja; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; CoffeeScript; JavaScript; Node.js; PHP; ReactJS; SQL
Netherlands,Programmer; Guru; Expert; Hacker,6 - 10 years,"$40,000 - $50,000",C++; Java; Matlab; R
Sweden,Developer; Programmer; Expert,2 - 5 years,"$40,000 - $50,000",Java; PHP; SQL
Netherlands,Full-stack Developer,11+ years,"$40,000 - $50,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; SQL; SQL Server"
United States,Developer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",JavaScript; LAMP; PHP; Python; SQL; WordPress
Netherlands,Developer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",Android; Java; JavaScript; PHP; SQL
Sweden,Developer; Engineer; Programmer; Manager,2 - 5 years,"$40,000 - $50,000",Android; C; Java
United States,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",JavaScript; Ruby; WordPress
Germany,Engineer; Manager; Full-stack Developer,11+ years,"$40,000 - $50,000",CoffeeScript; JavaScript; MongoDB; Node.js; ReactJS; Redis
Pakistan,Developer; Engineer; Programmer; Sr. Developer; Manager; Guru; Expert; Hacker,2 - 5 years,"$40,000 - $50,000","Android; Arduino / Raspberry Pi; C; C++; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; Matlab; Node.js; Objective-C; Perl; PHP; Python; Ruby; SQL; Swift; Visual Basic; Windows Phone; WordPress"
Germany,Engineer,2 - 5 years,"$40,000 - $50,000",C++
Ecuador,Developer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; PHP; WordPress
Australia,Developer; Programmer; Sr. Developer; Manager,11+ years,"$40,000 - $50,000",AngularJS; Java; JavaScript; LAMP; MongoDB; PHP; SQL
Germany,Developer,2 - 5 years,"$40,000 - $50,000",Java; Scala; Spark
Netherlands,Developer; Engineer,2 - 5 years,"$40,000 - $50,000",R; Salesforce
Netherlands,Programmer; Sr. Developer,11+ years,"$40,000 - $50,000",Java
Romania,Engineer; Programmer,6 - 10 years,"$40,000 - $50,000",C++; Java; Perl; PHP; Python
Ukraine,Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",Ruby
Germany,Rockstar,2 - 5 years,"$40,000 - $50,000",
Italy,Developer; Sr. Developer,11+ years,"$40,000 - $50,000",AngularJS; JavaScript; Python
Philippines,Developer; Engineer; Programmer; Manager; Full-stack Developer; Hacker,6 - 10 years,"$40,000 - $50,000",Python
Argentina,Developer,2 - 5 years,"$40,000 - $50,000",JavaScript; PHP
Guatemala,Developer; Engineer; Manager,11+ years,"$40,000 - $50,000",Arduino / Raspberry Pi; C++; Node.js; SQL
France,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",AngularJS; Go; JavaScript; LAMP; Node.js; PHP; Salesforce; SQL
Poland,Developer; Sr. Developer; Full Stack Overflow Developer,6 - 10 years,"$40,000 - $50,000",Android; AngularJS; Cordova; iOS; JavaScript; PHP; WordPress
United States,Programmer,2 - 5 years,"$40,000 - $50,000","C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; Objective-C; PHP; Python; SQL"
Indonesia,Developer; Engineer; Programmer; Sr. Developer; Expert,,"$40,000 - $50,000",JavaScript; PHP
France,Developer; Programmer,2 - 5 years,"$40,000 - $50,000",Android; AngularJS; Java; JavaScript; MongoDB; Node.js; PHP; Python; SQL; SQL Server; WordPress
Argentina,Developer; Engineer; Programmer; Sr. Developer; Manager,6 - 10 years,"$40,000 - $50,000",PHP
Poland,Developer,11+ years,"$40,000 - $50,000",JavaScript; PHP
Switzerland,Developer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; iOS; JavaScript; ReactJS; Ruby
Lebanon,Engineer; Sr. Developer; Full Stack Overflow Developer,6 - 10 years,"$40,000 - $50,000",iOS; Python
United States,Developer; Engineer; Programmer; Sr. Developer; Manager,6 - 10 years,"$40,000 - $50,000",Android; Arduino / Raspberry Pi; AngularJS; C#; Cordova; JavaScript; LAMP; Node.js; PHP; SQL; SQL Server; Windows Phone; WordPress
Romania,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$40,000 - $50,000",AngularJS; C#; JavaScript; LAMP; MongoDB; Node.js; Perl; PHP; Python; Redis; SQL; SQL Server; WordPress
Sweden,Developer; Sr. Developer,2 - 5 years,"$40,000 - $50,000",CoffeeScript; JavaScript; Node.js; Python; ReactJS
Spain,Sr. Developer,6 - 10 years,"$40,000 - $50,000",C#; Java; LAMP; WordPress
United States,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",Android; C#; Windows Phone
Belgium,Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; LAMP; PHP
Australia,Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; SQL
Poland,Developer; Engineer; Programmer; Sr. Developer; Ninja,2 - 5 years,"$40,000 - $50,000",C#; JavaScript; Salesforce
Spain,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert; Hacker,11+ years,"$40,000 - $50,000",Android; AngularJS; Java
France,Developer; Ninja,6 - 10 years,"$40,000 - $50,000",AngularJS; Node.js; PHP; WordPress
United States,Developer; Full-stack Developer,1 - 2 years,"$40,000 - $50,000",C++; Java; JavaScript
Austria,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$40,000 - $50,000",AngularJS; C#; Go; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; Redis; SQL
Italy,Developer; Programmer; Sr. Developer; Manager,2 - 5 years,"$40,000 - $50,000",AngularJS; JavaScript; PHP; SQL; WordPress
Poland,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",Java; JavaScript; SQL
Poland,Developer; Engineer; Programmer,6 - 10 years,"$40,000 - $50,000",C#; JavaScript; PHP
United States,Developer; Programmer; Ninja; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; LAMP; Node.js; PHP; WordPress
Philippines,Engineer; Programmer; Sr. Developer; Rockstar; Expert; Full-stack Developer,11+ years,"$40,000 - $50,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL Server"
United Kingdom,Developer; Programmer; Full-stack Developer; Full Stack Overflow Developer; Hacker,6 - 10 years,"$40,000 - $50,000",AngularJS; C#; JavaScript; Node.js; Redis; SQL; SQL Server
Russian Federation,Developer,2 - 5 years,"$40,000 - $50,000",Arduino / Raspberry Pi; AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js; Ruby; SQL
Ukraine,Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; JavaScript
United States,Programmer; Full-stack Developer; Hacker,11+ years,"$40,000 - $50,000","Android; C; Cloud (AWS, GAE, Azure, etc.); Go; JavaScript; LAMP; MongoDB; Node.js; Python; SharePoint; SQL; WordPress"
Indonesia,Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; Java; JavaScript; Node.js; SQL
United States,Developer; Engineer; Programmer,2 - 5 years,"$40,000 - $50,000",C#; Java; Visual Basic
Canada,Developer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$40,000 - $50,000",JavaScript; LAMP; PHP; SQL
Germany,Developer; Manager; Expert; Full-stack Developer,11+ years,"$40,000 - $50,000",AngularJS; CoffeeScript; Java; Ruby; SQL; Visual Basic
United States,Developer; Engineer; Programmer; Ninja; Full-stack Developer; Hacker,1 - 2 years,"$40,000 - $50,000",AngularJS; Java; JavaScript; ReactJS; Ruby
Ukraine,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; MongoDB; PHP; SQL
Belgium,Developer,11+ years,"$40,000 - $50,000",CoffeeScript; Go; Java; JavaScript; Scala
Brazil,Developer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",Cordova; JavaScript; MongoDB; Node.js; Python; ReactJS; Redis
United Kingdom,Developer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; Cordova; JavaScript; WordPress
Spain,Developer; Engineer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000","Cloud (AWS, GAE, Azure, etc.); Python; SQL"
South Africa,Sr. Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",Cordova; JavaScript; LAMP; PHP; SQL
Sweden,Developer; Programmer; Sr. Developer,11+ years,"$40,000 - $50,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; PHP; WordPress"
Poland,Developer; Programmer; Expert,6 - 10 years,"$40,000 - $50,000",Android; Java; Python; SQL
Netherlands,Developer; Programmer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; Python; Redis; Scala; WordPress"
United States,Developer; Programmer,1 - 2 years,"$40,000 - $50,000",C#
United States,Engineer; Sr. Developer; Rockstar; Expert; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",Arduino / Raspberry Pi; C#; JavaScript; MongoDB; SQL; SQL Server
Netherlands,Developer; Engineer; Programmer; Ninja; Hacker,1 - 2 years,"$40,000 - $50,000",Android; Arduino / Raspberry Pi; C; C++; C#; Java; JavaScript; PHP; Python; Ruby; SQL; Visual Basic; WordPress
France,Developer; Programmer; Sr. Developer; Ninja; Full-stack Developer,11+ years,"$40,000 - $50,000",Cassandra; Java; JavaScript; SQL
United States,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"$40,000 - $50,000",Java; JavaScript; MongoDB; Node.js; ReactJS
Poland,Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; JavaScript; MongoDB; Python; Spark; WordPress"
Romania,Developer; Programmer; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; LAMP; PHP; SQL
Canada,Programmer,1 - 2 years,"$40,000 - $50,000",Android; C#; Java; Matlab; Python
Spain,,11+ years,"$40,000 - $50,000",LAMP; MongoDB; PHP; Ruby
Canada,Developer; Programmer,6 - 10 years,"$40,000 - $50,000",Arduino / Raspberry Pi; JavaScript; Node.js; PHP; Redis; SQL
Malaysia,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",C#; JavaScript; SQL Server
Croatia,Engineer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$40,000 - $50,000",JavaScript; Node.js; Python; R; Redis; SQL
Finland,Programmer,2 - 5 years,"$40,000 - $50,000",Python; R; Scala; SQL
France,Developer; Ninja; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; Cordova; JavaScript; MongoDB; Node.js
Belgium,Developer; Ninja; Full Stack Overflow Developer,2 - 5 years,"$40,000 - $50,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Python; SQL; SQL Server"
Italy,Developer; Engineer; Full-stack Developer; Hacker,6 - 10 years,"$40,000 - $50,000","Android; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; Python; SQL; WordPress"
Italy,Developer; Sr. Developer; Manager,11+ years,"$40,000 - $50,000",C#; SQL Server; Visual Basic
Spain,Developer; Engineer; Sr. Developer; Full-stack Developer,11+ years,"$40,000 - $50,000",Android; C#; iOS; Python; Redis; Windows Phone
Netherlands,Developer; Engineer; Full-stack Developer,1 - 2 years,"$40,000 - $50,000",Go; JavaScript; Node.js; ReactJS
Ireland {Republic},Developer; Programmer,1 - 2 years,"$40,000 - $50,000",AngularJS; JavaScript; PHP; SQL
Poland,Engineer; Programmer; Sr. Developer; Rockstar; Expert,11+ years,"$40,000 - $50,000",C++; C#
France,Developer; Ninja; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",AngularJS; PHP; SQL; WordPress
Germany,Developer; Engineer; Full-stack Developer,2 - 5 years,"$40,000 - $50,000",Dart; JavaScript; Node.js; ReactJS; Redis; Ruby; SQL
Denmark,Developer; Engineer; Programmer; Expert; Hacker,Less than 1 year,"$40,000 - $50,000",Arduino / Raspberry Pi; Python; Visual Basic
France,Developer; Engineer; Ninja,11+ years,"$40,000 - $50,000",C; iOS; Objective-C; Swift
