country,self_identification,experience_range,salary_range,tech_do
Poland,Developer; Programmer; Full-stack Developer,11+ years,,C#; JavaScript; SQL; Windows Phone
France,Developer; Engineer; Programmer; Rockstar; Hacker,2 - 5 years,,Cordova; JavaScript; Ruby
Ireland {Republic},Developer; Programmer; Sr. Developer,11+ years,,JavaScript; SQL
United Kingdom,Developer; Programmer; Expert; Hacker,11+ years,,JavaScript; LAMP; PHP; Python
United States,Developer; Engineer; Full-stack Developer,Less than 1 year,,iOS; JavaScript; Node.js; Objective-C; Swift
Poland,Programmer; Full-stack Developer; Hacker,2 - 5 years,,CoffeeScript; JavaScript; Node.js; PHP; Python; Ruby; SQL
Germany,Developer; Engineer; Programmer; Sr. Developer; Guru; Expert; Full-stack Developer; Hacker,11+ years,,Arduino / Raspberry Pi; C; C++
Australia,Developer; Programmer,2 - 5 years,,"Android; C++; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; JavaScript; PHP; Python; SQL"
United States,Developer; Programmer; Manager; Full-stack Developer,1 - 2 years,,Arduino / Raspberry Pi; JavaScript; Python; SQL
United States,Developer; Engineer; Programmer; Ninja,6 - 10 years,,Android; Arduino / Raspberry Pi; C; C++; C#; Java
Czech Republic,Developer; Engineer; Programmer,2 - 5 years,,JavaScript
United Kingdom,Developer,11+ years,,C++; Java; SQL
Botswana,Developer,Less than 1 year,,
South Africa,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,,AngularJS; CoffeeScript; JavaScript; Node.js; Ruby
Italy,Developer; Programmer; Ninja; Expert; Full-stack Developer,2 - 5 years,,Android; Java
Ukraine,Developer,2 - 5 years,,JavaScript; Node.js; Ruby
United States,Developer,6 - 10 years,,"Android; C; C++; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; PHP"
Germany,Developer; Programmer; Expert,6 - 10 years,,AngularJS; C; CoffeeScript; Go; Python; Ruby; Rust
United Kingdom,Full-stack Developer,6 - 10 years,,AngularJS; JavaScript; LAMP; PHP; SQL
Ireland {Republic},Developer,11+ years,,Python
United Kingdom,Full-stack Developer,6 - 10 years,,AngularJS; JavaScript; MongoDB; Node.js
Romania,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,,"Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; PHP; Redis; SQL; WordPress"
United States,Developer; Full-stack Developer,2 - 5 years,,Android; Java; JavaScript; MongoDB; Node.js; PHP; Python; SQL; WordPress
,Developer; Programmer; Guru; Hacker,6 - 10 years,,Android; C; JavaScript; PHP; SQL
Austria,Developer; Engineer; Programmer; Sr. Developer; Manager; Guru; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,,Android; Arduino / Raspberry Pi; C; C++; iOS; Java; JavaScript; LAMP; MongoDB; Node.js
South Africa,Developer; Engineer; Programmer; Sr. Developer; Manager; Ninja; Expert; Full-stack Developer,11+ years,,C#; JavaScript; SQL; SQL Server
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,,JavaScript; LAMP; PHP
United States,Developer; Programmer; Manager,11+ years,,JavaScript; LAMP; PHP; WordPress
Azerbaijan,Developer; Engineer; Programmer; Rockstar; Hacker,6 - 10 years,,JavaScript; LAMP; Node.js; PHP; Redis; Rust; SQL; WordPress
Australia,Sr. Developer; Full-stack Developer,11+ years,,C#; JavaScript; SQL; SQL Server
United States,Sr. Developer; Manager; Full-stack Developer,,,iOS; JavaScript; Objective-C; PHP; SQL; Visual Basic
Canada,Developer; Engineer; Programmer; Sr. Developer,11+ years,,SQL
Israel,Sr. Developer,11+ years,,C; C++; C#; Java; JavaScript; SQL
Russian Federation,Engineer; Sr. Developer; Expert; Full-stack Developer,11+ years,,Android; Cassandra; Cordova; iOS; JavaScript; Node.js; PHP; ReactJS
Bulgaria,Engineer; Expert; Full-stack Developer,11+ years,,Arduino / Raspberry Pi; AngularJS; Cassandra; JavaScript; LAMP; MongoDB; Python; Redis; SQL
Czech Republic,Developer; Programmer; Expert,11+ years,,AngularJS; C#; JavaScript; Node.js; Visual Basic
Czech Republic,Developer; Sr. Developer; Ninja; Hacker,6 - 10 years,,"AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; ReactJS"
Ukraine,Developer,2 - 5 years,,JavaScript; Redis; Rust
Ghana,Developer; Programmer; Expert,6 - 10 years,,C#; Python; R; SQL; Visual Basic
United Kingdom,Developer; Sr. Developer,11+ years,,C#; JavaScript; SQL; SQL Server
Slovakia,Developer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert,11+ years,,SQL
United States,Developer; Programmer; Sr. Developer,11+ years,,"Android; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
Australia,Developer; Programmer,6 - 10 years,,Android; C; Java; Python
Russian Federation,Developer; Engineer; Hacker,6 - 10 years,,Android; Arduino / Raspberry Pi; JavaScript
Switzerland,Developer; Programmer,1 - 2 years,,C#
United States,Developer; Engineer; Programmer; Sr. Developer; Ninja; Guru; Expert,6 - 10 years,,Android; Java; Python
Sweden,Developer,2 - 5 years,,JavaScript; Node.js; PHP; SQL
Russian Federation,Developer; Engineer; Programmer,11+ years,,Java; Redis; Ruby; SQL
Iran,Developer; Engineer; Sr. Developer,11+ years,,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; SQL"
Germany,Developer,11+ years,,Java; JavaScript; SQL
Nicaragua,Hacker,6 - 10 years,,Matlab
India,Developer; Engineer; Expert,2 - 5 years,,Android; Java; JavaScript; MongoDB; Node.js
United States,Developer; Engineer; Programmer; Full-stack Developer; Hacker,1 - 2 years,,JavaScript; Ruby
United States,Developer; Sr. Developer; Full-stack Developer,11+ years,,Arduino / Raspberry Pi; AngularJS; C#; Cordova; Node.js; SQL Server
United States,Developer; Engineer; Programmer,2 - 5 years,,Android; iOS; Java; Swift
Honduras,Developer,Less than 1 year,,JavaScript
Hungary,Developer; Programmer,11+ years,,Java; Scala
Germany,Engineer; Sr. Developer,11+ years,,C; C++
United States,Developer,1 - 2 years,,
France,Programmer; Hacker,1 - 2 years,,C++; Java; JavaScript; PHP; Python; Ruby; SQL
Germany,Engineer,6 - 10 years,,R
Pakistan,Developer; Programmer,1 - 2 years,,Arduino / Raspberry Pi; C++; C#
,Developer,6 - 10 years,,JavaScript; PHP
,,Less than 1 year,,
United States,,1 - 2 years,,JavaScript; Node.js
Austria,,,,
United States,Programmer,6 - 10 years,,JavaScript
India,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,,,"Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; Cassandra; CoffeeScript; Cordova; Clojure; Cloud (AWS, GAE, Azure, etc.); Dart; F#; Go; Hadoop; Haskell; iOS; Java; JavaScript; LAMP; Matlab; MongoDB; Node.js; Objective-C; Perl; PHP; Python; R; ReactJS; Redis; Ruby; Rust; Salesforce; Scala; SharePoint; Spark; SQL; SQL Server; Swift; Visual Basic; Windows Phone; WordPress"
United States,Developer; Programmer,11+ years,,Java
United States,,,,
Sweden,Developer; Programmer,6 - 10 years,,C; Haskell; Java; JavaScript; SQL
India,Developer; Programmer; Ninja,2 - 5 years,,JavaScript; LAMP; Matlab; PHP; Python; SQL; WordPress
Russian Federation,,2 - 5 years,,
Norway,,,,
United States,Developer; Programmer,2 - 5 years,,C; Java; JavaScript; PHP; Python; SQL
United States,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,,iOS; Objective-C; Ruby; SQL
India,Developer,,,Android; C++; Java; JavaScript; SQL
Canada,Developer; Engineer; Ninja; Full Stack Overflow Developer; Hacker,2 - 5 years,,Arduino / Raspberry Pi; C++; Java; JavaScript; Ruby; SQL Server; Visual Basic
Austria,Engineer; Ninja,6 - 10 years,,Java; JavaScript; Node.js; PHP; Python; SQL
Germany,Developer; Engineer; Programmer; Ninja; Full-stack Developer,11+ years,,C; C++; C#; F#; JavaScript; SharePoint; SQL; SQL Server
United Kingdom,Developer,Less than 1 year,,AngularJS; JavaScript; Python
United Kingdom,Developer; Engineer; Programmer,6 - 10 years,,Arduino / Raspberry Pi; C; C#; Java; JavaScript; PHP; Python; SQL
United States,Developer; Programmer,2 - 5 years,,C; C++; Perl; Python
United States,Developer; Engineer; Programmer,2 - 5 years,,C++; iOS; Objective-C; Swift
Ireland {Republic},Developer,1 - 2 years,,Ruby
Iran,Developer; Engineer; Programmer; Sr. Developer; Guru; Expert,2 - 5 years,,Android; C; C++; Java; JavaScript; PHP; Python; SQL
Italy,Engineer; Manager,Less than 1 year,,Java
Spain,Developer,2 - 5 years,,Python; Swift
Jordan,Developer; Programmer,Less than 1 year,,Java
Canada,Developer; Engineer; Programmer; Expert; Hacker,11+ years,,"C; C++; Cloud (AWS, GAE, Azure, etc.); Python"
France,Developer; Programmer,2 - 5 years,,Java
France,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,,AngularJS; CoffeeScript; Go; JavaScript; MongoDB; Node.js; PHP
Germany,Programmer,2 - 5 years,,C#; Java; JavaScript
Canada,Developer,2 - 5 years,,JavaScript; PHP; SQL; Visual Basic
Canada,Developer; Programmer; Rockstar; Ninja; Guru; Hacker,11+ years,,C; C++; Java; JavaScript; PHP; SQL
Germany,Developer,2 - 5 years,,C++; C#; JavaScript; PHP; SQL
Norway,Developer; Programmer; Expert; Full-stack Developer; Full Stack Overflow Developer,1 - 2 years,,Android; Java
United States,Programmer,1 - 2 years,,Python; WordPress
Bulgaria,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,,Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; Dart; JavaScript; MongoDB; Node.js; PHP; SQL; WordPress
India,Developer; Engineer; Programmer; Hacker,2 - 5 years,,Android; Arduino / Raspberry Pi; C; C++; JavaScript; LAMP; PHP; Python; WordPress
Czech Republic,Developer; Programmer; Manager; Ninja,6 - 10 years,,C#; Java; JavaScript; Matlab; Python; R
India,Developer; Programmer; Manager; Rockstar; Ninja; Full Stack Overflow Developer,2 - 5 years,,Java; JavaScript; PHP; Python; SQL
Germany,Developer; Programmer; Ninja,1 - 2 years,,Java; SQL
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,,AngularJS; JavaScript; Node.js
Canada,Developer; Programmer; Sr. Developer,11+ years,,
United States,Developer; Programmer,1 - 2 years,,iOS; PHP
France,Developer,Less than 1 year,,C; Java; JavaScript; Python; SQL
Germany,Developer; Engineer; Programmer,1 - 2 years,,AngularJS; C++; JavaScript; MongoDB; Node.js; PHP
United Kingdom,Developer; Programmer; Hacker,6 - 10 years,,AngularJS; C++; Cordova; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; Ruby; SQL; WordPress
France,Programmer,2 - 5 years,,C#; Matlab; SQL
India,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Full-stack Developer; Full Stack Overflow Developer,1 - 2 years,,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript"
Israel,Developer; Engineer; Programmer; Ninja,6 - 10 years,,C++; C#; JavaScript; Matlab; Python; SQL
Spain,,Less than 1 year,,Ruby
Germany,Developer; Engineer; Programmer,2 - 5 years,,Java
Switzerland,Ninja,1 - 2 years,,Android; C; C#; Java; SQL
United States,Developer,2 - 5 years,,Android; AngularJS; Haskell; Java; JavaScript; Node.js; Python
Germany,,1 - 2 years,,
Germany,Programmer; Manager; Ninja,6 - 10 years,,JavaScript; PHP; WordPress
United States,Programmer,,,Python
Nigeria,Developer,2 - 5 years,,AngularJS; PHP; WordPress
Australia,Developer; Programmer,1 - 2 years,,Arduino / Raspberry Pi; C++; Java; Python
United Kingdom,,1 - 2 years,,Arduino / Raspberry Pi; Java; JavaScript; Python
Australia,Developer; Programmer,2 - 5 years,,Arduino / Raspberry Pi; C#; Java; PHP; Python; Visual Basic
Pakistan,Developer; Programmer; Sr. Developer; Manager; Full-stack Developer,1 - 2 years,,"Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); JavaScript; Ruby"
Germany,Developer,11+ years,,Objective-C
United States,Hacker,,,Python; Rust
United States,Developer; Programmer,2 - 5 years,,Android; C++; Java
Georgia,Engineer; Programmer; Manager; Ninja; Expert; Hacker,,,Android
United States,Developer,2 - 5 years,,Android; Java; JavaScript; PHP; SQL; SQL Server; WordPress
Norway,Engineer,11+ years,,C++; C#; Java; JavaScript; Perl; PHP; Python; SQL; SQL Server; Visual Basic
France,Developer; Programmer; Expert,2 - 5 years,,C; C++; Perl
Ukraine,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,,C; Java; Python
Chile,,Less than 1 year,,C++; Python
United States,Developer; Programmer,,,Arduino / Raspberry Pi; JavaScript; LAMP; Node.js; PHP; Python; SQL; SQL Server
United States,Programmer; Sr. Developer,11+ years,,F#
India,Developer; Programmer; Rockstar; Full-stack Developer; Hacker,2 - 5 years,,Android; AngularJS; Java; JavaScript; Node.js
Netherlands,Developer; Programmer,2 - 5 years,,C#; SQL
Slovenia,Engineer; Programmer,2 - 5 years,,Python; Spark
Germany,Programmer,6 - 10 years,,C#; SQL Server
Latvia,Developer; Programmer; Ninja; Hacker,2 - 5 years,,C#; Matlab; PHP; Python; SQL
United States,Developer,,,iOS; Swift
,,,,
India,Developer; Engineer; Programmer,2 - 5 years,,Android; C; C++; Java; JavaScript; SQL
,,,,Python
India,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,,C#; JavaScript; SQL Server
Russian Federation,Developer; Engineer; Programmer; Expert,11+ years,,C++; Matlab
Russian Federation,,11+ years,,JavaScript
Germany,Developer,2 - 5 years,,PHP
Latvia,Programmer,6 - 10 years,,C++; PHP
Spain,Engineer,11+ years,,AngularJS; C++; Java; JavaScript; MongoDB; PHP; SQL
,,,,
India,Developer; Programmer,1 - 2 years,,Visual Basic
France,Developer; Programmer; Expert,11+ years,,C; Haskell; Python
Netherlands,Developer; Programmer; Sr. Developer; Manager,11+ years,,Android; C#; iOS; JavaScript; Objective-C; PHP; SQL; SQL Server; Visual Basic; WordPress
Portugal,Programmer,Less than 1 year,,C#
Bulgaria,Sr. Developer,6 - 10 years,,Java; JavaScript; PHP; SQL
Brazil,Developer; Engineer; Programmer,2 - 5 years,,C#; JavaScript; SQL
Pakistan,Ninja,2 - 5 years,,SQL Server
United States,Engineer,,,
Andorra,Rockstar,Less than 1 year,,F#; Java; Rust; Salesforce
,Ninja,,,
France,Developer; Engineer; Programmer,2 - 5 years,,C++; Matlab; Python
Canada,Programmer; Full-stack Developer; Hacker,,,C; C++; Java; JavaScript; Ruby
Italy,Developer; Engineer; Programmer; Sr. Developer; Manager; Ninja; Guru; Expert; Hacker,11+ years,,Android; CoffeeScript; Go; Java; SQL
Brazil,Programmer; Ninja,1 - 2 years,,Python
Australia,Developer,1 - 2 years,,JavaScript; LAMP; MongoDB; Node.js; PHP; SQL
France,Programmer; Sr. Developer,11+ years,,C++
United States,Developer; Programmer; Expert,11+ years,,"Android; C; C++; Cordova; Cloud (AWS, GAE, Azure, etc.); Go; JavaScript; Node.js; PHP; SQL"
United States,Developer,6 - 10 years,,AngularJS; CoffeeScript; Cordova; Go; JavaScript; LAMP; Node.js; PHP; ReactJS; Ruby; Salesforce; SQL; WordPress
Morocco,Developer; Engineer; Programmer; Hacker,2 - 5 years,,C; C++; JavaScript; Matlab; Node.js; Python
Iran,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer,2 - 5 years,,"Android; C; C++; Cloud (AWS, GAE, Azure, etc.); Go; Java; JavaScript; MongoDB; Scala; SQL"
India,Developer,6 - 10 years,,C
Germany,Developer; Programmer; Manager,6 - 10 years,,JavaScript; LAMP; Node.js; PHP; Python; SQL; SQL Server; WordPress
United States,Developer; Programmer; Sr. Developer,11+ years,,C; C++; Java; Python; SQL
United States,Developer; Ninja,2 - 5 years,,C#
Canada,Engineer,1 - 2 years,,Java; SQL
India,Programmer,1 - 2 years,,Android; Arduino / Raspberry Pi; Go; Java
Poland,Developer; Engineer; Programmer,6 - 10 years,,C++; C#; Haskell; JavaScript; PHP; Ruby; SQL
Italy,Expert; Hacker,11+ years,,Java; JavaScript; PHP; SQL
Bolivia,Developer; Engineer,6 - 10 years,,JavaScript; Node.js; PHP; Python; Ruby
Bulgaria,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,,AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Hacker,11+ years,,C; Python; R; SQL
India,Developer; Engineer; Programmer; Rockstar; Ninja,2 - 5 years,,AngularJS; C; C#; JavaScript; Python; SQL Server
United States,Programmer,Less than 1 year,,PHP; SQL
Russian Federation,Developer; Engineer; Programmer,6 - 10 years,,C; C++; Java; Python; Ruby; Rust
Lebanon,Developer; Programmer,Less than 1 year,,Android; Arduino / Raspberry Pi; C; C++; C#; Java; PHP; SQL; SQL Server; WordPress
United States,Developer; Programmer; Rockstar,Less than 1 year,,
India,Programmer; Full-stack Developer,6 - 10 years,,C#; JavaScript; SQL Server
Pakistan,Developer; Engineer; Programmer,1 - 2 years,,JavaScript; PHP; SQL; SQL Server; WordPress
Belize,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,,Dart
,Developer; Engineer; Programmer; Manager; Full-stack Developer; Hacker,2 - 5 years,,C; C++; JavaScript
Hungary,,Less than 1 year,,C++; Java
India,Developer; Engineer; Programmer; Sr. Developer,1 - 2 years,,C; C++; C#; Java; JavaScript; LAMP; PHP
Germany,Developer; Programmer; Hacker,1 - 2 years,,Python
Russian Federation,Manager; Full-stack Developer,11+ years,,Android; Java; SQL
United States,Manager,11+ years,,SharePoint; SQL; SQL Server
United States,Developer; Programmer,6 - 10 years,,Java
United States,Developer; Programmer; Sr. Developer; Expert,11+ years,,C++; Haskell; Matlab; Python
Germany,Developer; Programmer; Full-stack Developer,2 - 5 years,,JavaScript; Python
Ukraine,Developer; Programmer; Sr. Developer; Manager,11+ years,,C#
Croatia,Ninja,Less than 1 year,,C++; Java
Finland,Developer; Engineer; Programmer,2 - 5 years,,C; Objective-C; Swift
India,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,,AngularJS; Java; JavaScript; SQL
United Kingdom,Developer; Programmer; Sr. Developer,11+ years,,JavaScript; Python; SQL
Russian Federation,Engineer,11+ years,,Java; Perl
Australia,Developer; Programmer,11+ years,,Android; C#; Java; PHP
United States,Developer; Programmer; Expert,11+ years,,C; C++; Java; JavaScript; Matlab; Perl; PHP; Python; R; Ruby; SQL; WordPress
India,Developer; Engineer; Programmer; Manager; Ninja,1 - 2 years,,C#; SQL Server
Germany,Developer; Programmer; Expert; Full-stack Developer; Hacker,11+ years,,C; C++; Java; LAMP; Perl; PHP; SQL
United States,Developer; Programmer; Sr. Developer; Hacker,11+ years,,Java; Python; Scala; SQL
Netherlands,Developer; Engineer; Full-stack Developer,6 - 10 years,,AngularJS; JavaScript; LAMP; Node.js; PHP; Redis; SQL
Ukraine,Engineer,11+ years,Unemployed,PHP
Switzerland,Developer; Programmer; Sr. Developer; Expert; Hacker,11+ years,Unemployed,Arduino / Raspberry Pi; C#; Go; SQL
Netherlands,Programmer; Sr. Developer,11+ years,Unemployed,Objective-C
Korea North,Rockstar,11+ years,Unemployed,WordPress
United States,Programmer,11+ years,Unemployed,SQL; SQL Server
United States,Guru,11+ years,Unemployed,Python
United States,Sr. Developer,11+ years,Unemployed,C; C++; iOS; Java; JavaScript; Objective-C; Perl; Python; SQL
